scope,benchmark,stage,grouping,group,data_status,disagreement_cases,sgf_correct_count,committed_history_correct_count,sgf_win_pct,committed_history_win_pct,more_often_correct
overall,ALL,ALL,all_disagreements,all,observed,1148238,920233,228005,80.143054,19.856946,SGF
overall,ALL,ALL,sgf_pht_counter,00,observed,545837,470646,75191,86.224642,13.775358,SGF
overall,ALL,ALL,sgf_pht_counter,01,observed,108769,68437,40332,62.919582,37.080418,SGF
overall,ALL,ALL,sgf_pht_counter,10,observed,97201,46942,50259,48.293742,51.706258,committed_history
overall,ALL,ALL,sgf_pht_counter,11,observed,396431,334208,62223,84.304204,15.695796,SGF
overall,ALL,ALL,shadow_pht_counter,00,observed,278351,209089,69262,75.117028,24.882972,SGF
overall,ALL,ALL,shadow_pht_counter,01,observed,215281,172061,43220,79.923913,20.076087,SGF
overall,ALL,ALL,shadow_pht_counter,10,observed,122718,97247,25471,79.244284,20.755716,SGF
overall,ALL,ALL,shadow_pht_counter,11,observed,531888,441836,90052,83.069368,16.930632,SGF
overall,ALL,ALL,unresolved_branch_depth,0,observed,226378,156004,70374,68.913057,31.086943,SGF
overall,ALL,ALL,unresolved_branch_depth,1,observed,789461,650028,139433,82.338203,17.661797,SGF
overall,ALL,ALL,unresolved_branch_depth,2,observed,132397,114199,18198,86.254976,13.745024,SGF
overall,ALL,ALL,unresolved_branch_depth,3,observed,2,2,0,100.000000,0.000000,SGF
overall,ALL,ALL,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
overall,ALL,ALL,ghr_hamming_distance,1,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_hamming_distance,2,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_hamming_distance,3,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_hamming_distance,4,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_hamming_distance,5,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_hamming_distance,6,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,1148238,920233,228005,80.143054,19.856946,SGF
overall,ALL,ALL,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
overall,ALL,ALL,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
overall,ALL,ALL,ghr_bit_difference,one_or_multiple_unknown,partially_observed,1148238,920233,228005,80.143054,19.856946,SGF
overall,ALL,6,all_disagreements,all,observed,373779,300537,73242,80.404999,19.595001,SGF
overall,ALL,6,sgf_pht_counter,00,observed,191291,169078,22213,88.387849,11.612151,SGF
overall,ALL,6,sgf_pht_counter,01,observed,35330,21060,14270,59.609397,40.390603,SGF
overall,ALL,6,sgf_pht_counter,10,observed,29850,13657,16193,45.752094,54.247906,committed_history
overall,ALL,6,sgf_pht_counter,11,observed,117308,96742,20566,82.468374,17.531626,SGF
overall,ALL,6,shadow_pht_counter,00,observed,89861,67387,22474,74.990263,25.009737,SGF
overall,ALL,6,shadow_pht_counter,01,observed,57297,43012,14285,75.068503,24.931497,SGF
overall,ALL,6,shadow_pht_counter,10,observed,40524,32609,7915,80.468364,19.531636,SGF
overall,ALL,6,shadow_pht_counter,11,observed,186097,157529,28568,84.648866,15.351134,SGF
overall,ALL,6,unresolved_branch_depth,0,observed,58928,40315,18613,68.413997,31.586003,SGF
overall,ALL,6,unresolved_branch_depth,1,observed,270403,221879,48524,82.054933,17.945067,SGF
overall,ALL,6,unresolved_branch_depth,2,observed,44446,38341,6105,86.264231,13.735769,SGF
overall,ALL,6,unresolved_branch_depth,3,observed,2,2,0,100.000000,0.000000,SGF
overall,ALL,6,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
overall,ALL,6,ghr_hamming_distance,1,unavailable,,,,,,unavailable
overall,ALL,6,ghr_hamming_distance,2,unavailable,,,,,,unavailable
overall,ALL,6,ghr_hamming_distance,3,unavailable,,,,,,unavailable
overall,ALL,6,ghr_hamming_distance,4,unavailable,,,,,,unavailable
overall,ALL,6,ghr_hamming_distance,5,unavailable,,,,,,unavailable
overall,ALL,6,ghr_hamming_distance,6,unavailable,,,,,,unavailable
overall,ALL,6,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,373779,300537,73242,80.404999,19.595001,SGF
overall,ALL,6,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
overall,ALL,6,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
overall,ALL,6,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
overall,ALL,6,ghr_bit_difference,one_or_multiple_unknown,partially_observed,373779,300537,73242,80.404999,19.595001,SGF
overall,ALL,7,all_disagreements,all,observed,321565,250802,70763,77.994185,22.005815,SGF
overall,ALL,7,sgf_pht_counter,00,observed,142685,119498,23187,83.749518,16.250482,SGF
overall,ALL,7,sgf_pht_counter,01,observed,33958,21583,12375,63.557924,36.442076,SGF
overall,ALL,7,sgf_pht_counter,10,observed,32690,16325,16365,49.938819,50.061181,committed_history
overall,ALL,7,sgf_pht_counter,11,observed,112232,93396,18836,83.216908,16.783092,SGF
overall,ALL,7,shadow_pht_counter,00,observed,87979,65771,22208,74.757613,25.242387,SGF
overall,ALL,7,shadow_pht_counter,01,observed,56943,43950,12993,77.182446,22.817554,SGF
overall,ALL,7,shadow_pht_counter,10,observed,39892,31668,8224,79.384338,20.615662,SGF
overall,ALL,7,shadow_pht_counter,11,observed,136751,109413,27338,80.008921,19.991079,SGF
overall,ALL,7,unresolved_branch_depth,0,observed,74707,51194,23513,68.526376,31.473624,SGF
overall,ALL,7,unresolved_branch_depth,1,observed,202549,161404,41145,79.686397,20.313603,SGF
overall,ALL,7,unresolved_branch_depth,2,observed,44309,38204,6105,86.221761,13.778239,SGF
overall,ALL,7,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
overall,ALL,7,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
overall,ALL,7,ghr_hamming_distance,1,unavailable,,,,,,unavailable
overall,ALL,7,ghr_hamming_distance,2,unavailable,,,,,,unavailable
overall,ALL,7,ghr_hamming_distance,3,unavailable,,,,,,unavailable
overall,ALL,7,ghr_hamming_distance,4,unavailable,,,,,,unavailable
overall,ALL,7,ghr_hamming_distance,5,unavailable,,,,,,unavailable
overall,ALL,7,ghr_hamming_distance,6,unavailable,,,,,,unavailable
overall,ALL,7,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,321565,250802,70763,77.994185,22.005815,SGF
overall,ALL,7,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
overall,ALL,7,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
overall,ALL,7,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
overall,ALL,7,ghr_bit_difference,one_or_multiple_unknown,partially_observed,321565,250802,70763,77.994185,22.005815,SGF
overall,ALL,8,all_disagreements,all,observed,452894,368894,84000,81.452614,18.547386,SGF
overall,ALL,8,sgf_pht_counter,00,observed,211861,182070,29791,85.938422,14.061578,SGF
overall,ALL,8,sgf_pht_counter,01,observed,39481,25794,13687,65.332692,34.667308,SGF
overall,ALL,8,sgf_pht_counter,10,observed,34661,16960,17701,48.931075,51.068925,committed_history
overall,ALL,8,sgf_pht_counter,11,observed,166891,144070,22821,86.325805,13.674195,SGF
overall,ALL,8,shadow_pht_counter,00,observed,100511,75931,24580,75.544965,24.455035,SGF
overall,ALL,8,shadow_pht_counter,01,observed,101041,85099,15942,84.222246,15.777754,SGF
overall,ALL,8,shadow_pht_counter,10,observed,42302,32970,9332,77.939577,22.060423,SGF
overall,ALL,8,shadow_pht_counter,11,observed,209040,174894,34146,83.665327,16.334673,SGF
overall,ALL,8,unresolved_branch_depth,0,observed,92743,64495,28248,69.541637,30.458363,SGF
overall,ALL,8,unresolved_branch_depth,1,observed,316509,266745,49764,84.277224,15.722776,SGF
overall,ALL,8,unresolved_branch_depth,2,observed,43642,37654,5988,86.279272,13.720728,SGF
overall,ALL,8,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
overall,ALL,8,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
overall,ALL,8,ghr_hamming_distance,1,unavailable,,,,,,unavailable
overall,ALL,8,ghr_hamming_distance,2,unavailable,,,,,,unavailable
overall,ALL,8,ghr_hamming_distance,3,unavailable,,,,,,unavailable
overall,ALL,8,ghr_hamming_distance,4,unavailable,,,,,,unavailable
overall,ALL,8,ghr_hamming_distance,5,unavailable,,,,,,unavailable
overall,ALL,8,ghr_hamming_distance,6,unavailable,,,,,,unavailable
overall,ALL,8,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,452894,368894,84000,81.452614,18.547386,SGF
overall,ALL,8,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
overall,ALL,8,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
overall,ALL,8,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
overall,ALL,8,ghr_bit_difference,one_or_multiple_unknown,partially_observed,452894,368894,84000,81.452614,18.547386,SGF
benchmark,aha-mont64,ALL,all_disagreements,all,observed,239106,207354,31752,86.720534,13.279466,SGF
benchmark,aha-mont64,ALL,sgf_pht_counter,00,observed,86520,79416,7104,91.789182,8.210818,SGF
benchmark,aha-mont64,ALL,sgf_pht_counter,01,observed,16564,9466,7098,57.148032,42.851968,SGF
benchmark,aha-mont64,ALL,sgf_pht_counter,10,observed,13289,5699,7590,42.885093,57.114907,committed_history
benchmark,aha-mont64,ALL,sgf_pht_counter,11,observed,122733,112773,9960,91.884823,8.115177,SGF
benchmark,aha-mont64,ALL,shadow_pht_counter,00,observed,116054,99956,16098,86.128871,13.871129,SGF
benchmark,aha-mont64,ALL,shadow_pht_counter,01,observed,19968,18516,1452,92.728365,7.271635,SGF
benchmark,aha-mont64,ALL,shadow_pht_counter,10,observed,24212,21365,2847,88.241368,11.758632,SGF
benchmark,aha-mont64,ALL,shadow_pht_counter,11,observed,78872,67517,11355,85.603256,14.396744,SGF
benchmark,aha-mont64,ALL,unresolved_branch_depth,0,observed,45495,19896,25599,43.732278,56.267722,committed_history
benchmark,aha-mont64,ALL,unresolved_branch_depth,1,observed,193611,187458,6153,96.821978,3.178022,SGF
benchmark,aha-mont64,ALL,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,aha-mont64,ALL,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,aha-mont64,ALL,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,ALL,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,239106,207354,31752,86.720534,13.279466,SGF
benchmark,aha-mont64,ALL,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,ALL,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,aha-mont64,ALL,ghr_bit_difference,one_or_multiple_unknown,partially_observed,239106,207354,31752,86.720534,13.279466,SGF
benchmark,aha-mont64,6,all_disagreements,all,observed,79388,68961,10427,86.865773,13.134227,SGF
benchmark,aha-mont64,6,sgf_pht_counter,00,observed,28840,26472,2368,91.789182,8.210818,SGF
benchmark,aha-mont64,6,sgf_pht_counter,01,observed,5679,3313,2366,58.337736,41.662264,SGF
benchmark,aha-mont64,6,sgf_pht_counter,10,observed,4273,1900,2373,44.465247,55.534753,committed_history
benchmark,aha-mont64,6,sgf_pht_counter,11,observed,40596,37276,3320,91.821854,8.178146,SGF
benchmark,aha-mont64,6,shadow_pht_counter,00,observed,38213,33004,5209,86.368513,13.631487,SGF
benchmark,aha-mont64,6,shadow_pht_counter,01,observed,6656,6172,484,92.728365,7.271635,SGF
benchmark,aha-mont64,6,shadow_pht_counter,10,observed,8071,7122,949,88.241854,11.758146,SGF
benchmark,aha-mont64,6,shadow_pht_counter,11,observed,26448,22663,3785,85.688899,14.311101,SGF
benchmark,aha-mont64,6,unresolved_branch_depth,0,observed,15165,6632,8533,43.732278,56.267722,committed_history
benchmark,aha-mont64,6,unresolved_branch_depth,1,observed,64223,62329,1894,97.050901,2.949099,SGF
benchmark,aha-mont64,6,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,aha-mont64,6,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,aha-mont64,6,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,6,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,79388,68961,10427,86.865773,13.134227,SGF
benchmark,aha-mont64,6,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,6,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,aha-mont64,6,ghr_bit_difference,one_or_multiple_unknown,partially_observed,79388,68961,10427,86.865773,13.134227,SGF
benchmark,aha-mont64,7,all_disagreements,all,observed,79388,68961,10427,86.865773,13.134227,SGF
benchmark,aha-mont64,7,sgf_pht_counter,00,observed,28840,26472,2368,91.789182,8.210818,SGF
benchmark,aha-mont64,7,sgf_pht_counter,01,observed,5679,3313,2366,58.337736,41.662264,SGF
benchmark,aha-mont64,7,sgf_pht_counter,10,observed,4273,1900,2373,44.465247,55.534753,committed_history
benchmark,aha-mont64,7,sgf_pht_counter,11,observed,40596,37276,3320,91.821854,8.178146,SGF
benchmark,aha-mont64,7,shadow_pht_counter,00,observed,38213,33004,5209,86.368513,13.631487,SGF
benchmark,aha-mont64,7,shadow_pht_counter,01,observed,6656,6172,484,92.728365,7.271635,SGF
benchmark,aha-mont64,7,shadow_pht_counter,10,observed,8071,7122,949,88.241854,11.758146,SGF
benchmark,aha-mont64,7,shadow_pht_counter,11,observed,26448,22663,3785,85.688899,14.311101,SGF
benchmark,aha-mont64,7,unresolved_branch_depth,0,observed,15165,6632,8533,43.732278,56.267722,committed_history
benchmark,aha-mont64,7,unresolved_branch_depth,1,observed,64223,62329,1894,97.050901,2.949099,SGF
benchmark,aha-mont64,7,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,aha-mont64,7,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,aha-mont64,7,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,7,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,79388,68961,10427,86.865773,13.134227,SGF
benchmark,aha-mont64,7,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,7,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,aha-mont64,7,ghr_bit_difference,one_or_multiple_unknown,partially_observed,79388,68961,10427,86.865773,13.134227,SGF
benchmark,aha-mont64,8,all_disagreements,all,observed,80330,69432,10898,86.433462,13.566538,SGF
benchmark,aha-mont64,8,sgf_pht_counter,00,observed,28840,26472,2368,91.789182,8.210818,SGF
benchmark,aha-mont64,8,sgf_pht_counter,01,observed,5206,2840,2366,54.552439,45.447561,SGF
benchmark,aha-mont64,8,sgf_pht_counter,10,observed,4743,1899,2844,40.037951,59.962049,committed_history
benchmark,aha-mont64,8,sgf_pht_counter,11,observed,41541,38221,3320,92.007896,7.992104,SGF
benchmark,aha-mont64,8,shadow_pht_counter,00,observed,39628,33948,5680,85.666700,14.333300,SGF
benchmark,aha-mont64,8,shadow_pht_counter,01,observed,6656,6172,484,92.728365,7.271635,SGF
benchmark,aha-mont64,8,shadow_pht_counter,10,observed,8070,7121,949,88.240397,11.759603,SGF
benchmark,aha-mont64,8,shadow_pht_counter,11,observed,25976,22191,3785,85.428857,14.571143,SGF
benchmark,aha-mont64,8,unresolved_branch_depth,0,observed,15165,6632,8533,43.732278,56.267722,committed_history
benchmark,aha-mont64,8,unresolved_branch_depth,1,observed,65165,62800,2365,96.370751,3.629249,SGF
benchmark,aha-mont64,8,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,aha-mont64,8,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,aha-mont64,8,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,8,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,80330,69432,10898,86.433462,13.566538,SGF
benchmark,aha-mont64,8,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,aha-mont64,8,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,aha-mont64,8,ghr_bit_difference,one_or_multiple_unknown,partially_observed,80330,69432,10898,86.433462,13.566538,SGF
benchmark,bench_branch_heavy,ALL,all_disagreements,all,observed,1392,805,587,57.830460,42.169540,SGF
benchmark,bench_branch_heavy,ALL,sgf_pht_counter,00,observed,317,224,93,70.662461,29.337539,SGF
benchmark,bench_branch_heavy,ALL,sgf_pht_counter,01,observed,215,115,100,53.488372,46.511628,SGF
benchmark,bench_branch_heavy,ALL,sgf_pht_counter,10,observed,345,214,131,62.028986,37.971014,SGF
benchmark,bench_branch_heavy,ALL,sgf_pht_counter,11,observed,515,252,263,48.932039,51.067961,committed_history
benchmark,bench_branch_heavy,ALL,shadow_pht_counter,00,observed,522,280,242,53.639847,46.360153,SGF
benchmark,bench_branch_heavy,ALL,shadow_pht_counter,01,observed,338,186,152,55.029586,44.970414,SGF
benchmark,bench_branch_heavy,ALL,shadow_pht_counter,10,observed,144,97,47,67.361111,32.638889,SGF
benchmark,bench_branch_heavy,ALL,shadow_pht_counter,11,observed,388,242,146,62.371134,37.628866,SGF
benchmark,bench_branch_heavy,ALL,unresolved_branch_depth,0,observed,233,89,144,38.197425,61.802575,committed_history
benchmark,bench_branch_heavy,ALL,unresolved_branch_depth,1,observed,1159,716,443,61.777394,38.222606,SGF
benchmark,bench_branch_heavy,ALL,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,bench_branch_heavy,ALL,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,1392,805,587,57.830460,42.169540,SGF
benchmark,bench_branch_heavy,ALL,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,bench_branch_heavy,ALL,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,ALL,ghr_bit_difference,one_or_multiple_unknown,partially_observed,1392,805,587,57.830460,42.169540,SGF
benchmark,bench_branch_heavy,6,all_disagreements,all,observed,555,357,198,64.324324,35.675676,SGF
benchmark,bench_branch_heavy,6,sgf_pht_counter,00,observed,186,162,24,87.096774,12.903226,SGF
benchmark,bench_branch_heavy,6,sgf_pht_counter,01,observed,72,43,29,59.722222,40.277778,SGF
benchmark,bench_branch_heavy,6,sgf_pht_counter,10,observed,115,68,47,59.130435,40.869565,SGF
benchmark,bench_branch_heavy,6,sgf_pht_counter,11,observed,182,84,98,46.153846,53.846154,committed_history
benchmark,bench_branch_heavy,6,shadow_pht_counter,00,observed,180,88,92,48.888889,51.111111,committed_history
benchmark,bench_branch_heavy,6,shadow_pht_counter,01,observed,117,64,53,54.700855,45.299145,SGF
benchmark,bench_branch_heavy,6,shadow_pht_counter,10,observed,80,65,15,81.250000,18.750000,SGF
benchmark,bench_branch_heavy,6,shadow_pht_counter,11,observed,178,140,38,78.651685,21.348315,SGF
benchmark,bench_branch_heavy,6,unresolved_branch_depth,0,observed,69,22,47,31.884058,68.115942,committed_history
benchmark,bench_branch_heavy,6,unresolved_branch_depth,1,observed,486,335,151,68.930041,31.069959,SGF
benchmark,bench_branch_heavy,6,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,bench_branch_heavy,6,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,bench_branch_heavy,6,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,bench_branch_heavy,6,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,555,357,198,64.324324,35.675676,SGF
benchmark,bench_branch_heavy,6,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,bench_branch_heavy,6,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,6,ghr_bit_difference,one_or_multiple_unknown,partially_observed,555,357,198,64.324324,35.675676,SGF
benchmark,bench_branch_heavy,7,all_disagreements,all,observed,420,226,194,53.809524,46.190476,SGF
benchmark,bench_branch_heavy,7,sgf_pht_counter,00,observed,58,30,28,51.724138,48.275862,SGF
benchmark,bench_branch_heavy,7,sgf_pht_counter,01,observed,66,35,31,53.030303,46.969697,SGF
benchmark,bench_branch_heavy,7,sgf_pht_counter,10,observed,125,79,46,63.200000,36.800000,SGF
benchmark,bench_branch_heavy,7,sgf_pht_counter,11,observed,171,82,89,47.953216,52.046784,committed_history
benchmark,bench_branch_heavy,7,shadow_pht_counter,00,observed,166,92,74,55.421687,44.578313,SGF
benchmark,bench_branch_heavy,7,shadow_pht_counter,01,observed,130,69,61,53.076923,46.923077,SGF
benchmark,bench_branch_heavy,7,shadow_pht_counter,10,observed,21,10,11,47.619048,52.380952,committed_history
benchmark,bench_branch_heavy,7,shadow_pht_counter,11,observed,103,55,48,53.398058,46.601942,SGF
benchmark,bench_branch_heavy,7,unresolved_branch_depth,0,observed,82,34,48,41.463415,58.536585,committed_history
benchmark,bench_branch_heavy,7,unresolved_branch_depth,1,observed,338,192,146,56.804734,43.195266,SGF
benchmark,bench_branch_heavy,7,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,bench_branch_heavy,7,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,bench_branch_heavy,7,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,bench_branch_heavy,7,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,420,226,194,53.809524,46.190476,SGF
benchmark,bench_branch_heavy,7,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,bench_branch_heavy,7,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,bench_branch_heavy,7,ghr_bit_difference,one_or_multiple_unknown,partially_observed,420,226,194,53.809524,46.190476,SGF
benchmark,bench_branch_heavy,8,all_disagreements,all,observed,417,222,195,53.237410,46.762590,SGF
benchmark,bench_branch_heavy,8,sgf_pht_counter,00,observed,73,32,41,43.835616,56.164384,committed_history
benchmark,bench_branch_heavy,8,sgf_pht_counter,01,observed,77,37,40,48.051948,51.948052,committed_history
benchmark,bench_branch_heavy,8,sgf_pht_counter,10,observed,105,67,38,63.809524,36.190476,SGF
benchmark,bench_branch_heavy,8,sgf_pht_counter,11,observed,162,86,76,53.086420,46.913580,SGF
benchmark,bench_branch_heavy,8,shadow_pht_counter,00,observed,176,100,76,56.818182,43.181818,SGF
benchmark,bench_branch_heavy,8,shadow_pht_counter,01,observed,91,53,38,58.241758,41.758242,SGF
benchmark,bench_branch_heavy,8,shadow_pht_counter,10,observed,43,22,21,51.162791,48.837209,SGF
benchmark,bench_branch_heavy,8,shadow_pht_counter,11,observed,107,47,60,43.925234,56.074766,committed_history
benchmark,bench_branch_heavy,8,unresolved_branch_depth,0,observed,82,33,49,40.243902,59.756098,committed_history
benchmark,bench_branch_heavy,8,unresolved_branch_depth,1,observed,335,189,146,56.417910,43.582090,SGF
benchmark,bench_branch_heavy,8,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
