benchmark,stage,sgf_counter,shadow_counter,depth,ghr_diff,btb_hit,issued,issued_agree,issued_differ,agree,differ,sgf_only_correct,committed_only_correct,both_correct,both_wrong
coremark,8,01,00,0,1,0,210,210,0,201,0,0,0,184,17
coremark,8,01,00,0,1,1,714,714,0,377,0,0,0,305,72
coremark,8,01,00,1,1,0,656,656,0,344,0,0,0,320,24
coremark,8,01,00,1,1,1,590,590,0,534,0,0,0,289,245
coremark,8,01,00,2,1,0,110,110,0,74,0,0,0,73,1
coremark,8,01,00,2,1,1,1239,1239,0,1208,0,0,0,1192,16
coremark,8,01,00,3,1,0,140,140,0,138,0,0,0,138,0
coremark,8,01,01,0,0,0,6389,6389,0,6206,0,0,0,3835,2371
coremark,8,01,01,0,0,1,33257,33257,0,32689,0,0,0,21146,11543
coremark,8,01,01,0,1,0,46,46,0,44,0,0,0,41,3
coremark,8,01,01,0,1,1,308,308,0,115,0,0,0,70,45
coremark,8,01,01,1,0,0,739,739,0,233,0,0,0,223,10
coremark,8,01,01,1,0,1,633,633,0,615,0,0,0,449,166
coremark,8,01,01,1,1,0,794,794,0,678,0,0,0,652,26
coremark,8,01,01,1,1,1,520,520,0,476,0,0,0,231,245
coremark,8,01,01,2,0,0,33,33,0,8,0,0,0,6,2
coremark,8,01,01,2,0,1,35,35,0,32,0,0,0,8,24
coremark,8,01,01,2,1,0,26,26,0,12,0,0,0,12,0
coremark,8,01,01,2,1,1,102,102,0,97,0,0,0,86,11
coremark,8,01,01,3,1,0,345,345,0,343,0,0,0,343,0
coremark,8,01,10,0,1,0,25,25,0,20,0,0,0,18,2
coremark,8,01,10,0,1,1,233,0,233,0,120,55,65,0,0
coremark,8,01,10,1,1,0,504,504,0,308,0,0,0,299,9
coremark,8,01,10,1,1,1,1397,0,1397,0,1342,877,465,0,0
coremark,8,01,10,2,1,0,27,27,0,25,0,0,0,25,0
coremark,8,01,10,2,1,1,587,0,587,0,576,574,2,0,0
coremark,8,01,10,3,1,0,2,2,0,2,0,0,0,2,0
coremark,8,01,11,0,1,0,186,186,0,139,0,0,0,110,29
coremark,8,01,11,0,1,1,835,0,835,0,615,511,104,0,0
coremark,8,01,11,1,1,0,1474,1474,0,1092,0,0,0,1080,12
coremark,8,01,11,1,1,1,390,0,390,0,351,199,152,0,0
coremark,8,01,11,2,1,0,34,34,0,14,0,0,0,14,0
coremark,8,01,11,2,1,1,4436,0,4436,0,4382,4372,10,0,0
coremark,8,01,11,3,1,0,323,323,0,3,0,0,0,3,0
coremark,8,10,00,0,1,0,189,189,0,174,0,0,0,164,10
coremark,8,10,00,0,1,1,591,0,591,0,326,72,254,0,0
coremark,8,10,00,1,1,0,713,713,0,332,0,0,0,313,19
coremark,8,10,00,1,1,1,776,0,776,0,714,523,191,0,0
coremark,8,10,00,2,1,0,103,103,0,46,0,0,0,46,0
coremark,8,10,00,2,1,1,260,0,260,0,250,3,247,0,0
coremark,8,10,00,3,1,0,5,5,0,5,0,0,0,5,0
coremark,8,10,01,0,1,0,57,57,0,50,0,0,0,45,5
coremark,8,10,01,0,1,1,303,0,303,0,144,66,78,0,0
coremark,8,10,01,1,1,0,163,163,0,78,0,0,0,63,15
coremark,8,10,01,1,1,1,834,0,834,0,692,494,198,0,0
coremark,8,10,01,2,1,0,12,12,0,6,0,0,0,6,0
coremark,8,10,01,2,1,1,18,0,18,0,17,1,16,0,0
coremark,8,10,01,3,1,0,4,4,0,4,0,0,0,4,0
coremark,8,10,10,0,0,0,5931,5931,0,5800,0,0,0,3603,2197
coremark,8,10,10,0,0,1,37065,37065,0,36730,0,0,0,24575,12155
coremark,8,10,10,0,1,0,43,43,0,32,0,0,0,25,7
coremark,8,10,10,0,1,1,131,131,0,65,0,0,0,30,35
coremark,8,10,10,1,0,0,854,854,0,237,0,0,0,219,18
coremark,8,10,10,1,0,1,354,354,0,282,0,0,0,124,158
coremark,8,10,10,1,1,0,227,227,0,39,0,0,0,37,2
coremark,8,10,10,1,1,1,1458,1458,0,1447,0,0,0,897,550
coremark,8,10,10,2,0,0,24,24,0,8,0,0,0,8,0
coremark,8,10,10,2,0,1,23,23,0,12,0,0,0,12,0
coremark,8,10,10,2,1,0,12,12,0,12,0,0,0,12,0
coremark,8,10,10,2,1,1,32,32,0,27,0,0,0,0,27
coremark,8,10,10,3,1,0,1,1,0,1,0,0,0,1,0
coremark,8,10,11,0,1,0,173,173,0,156,0,0,0,107,49
coremark,8,10,11,0,1,1,445,445,0,192,0,0,0,100,92
coremark,8,10,11,1,1,0,962,962,0,863,0,0,0,591,272
coremark,8,10,11,1,1,1,1976,1976,0,1648,0,0,0,1376,272
coremark,8,10,11,2,1,0,12,12,0,2,0,0,0,2,0
coremark,8,10,11,2,1,1,133,133,0,100,0,0,0,0,100
coremark,8,10,11,3,1,0,2,2,0,2,0,0,0,2,0
coremark,8,11,00,0,1,0,247,247,0,178,0,0,0,173,5
coremark,8,11,00,0,1,1,847,0,847,0,387,217,170,0,0
coremark,8,11,00,1,1,0,1180,1180,0,844,0,0,0,633,211
coremark,8,11,00,1,1,1,5673,0,5673,0,5486,4979,507,0,0
coremark,8,11,00,2,1,0,115,115,0,53,0,0,0,53,0
coremark,8,11,00,2,1,1,745,0,745,0,661,10,651,0,0
coremark,8,11,00,3,1,0,6,6,0,6,0,0,0,6,0
coremark,8,11,01,0,1,0,150,150,0,77,0,0,0,75,2
coremark,8,11,01,0,1,1,364,0,364,0,172,85,87,0,0
coremark,8,11,01,1,1,0,81,81,0,55,0,0,0,27,28
coremark,8,11,01,1,1,1,37412,0,37412,0,37311,35597,1714,0,0
coremark,8,11,01,2,1,0,30,30,0,3,0,0,0,3,0
coremark,8,11,01,2,1,1,25,0,25,0,11,3,8,0,0
coremark,8,11,10,0,1,0,89,89,0,36,0,0,0,29,7
coremark,8,11,10,0,1,1,232,232,0,148,0,0,0,89,59
coremark,8,11,10,1,1,0,81,81,0,63,0,0,0,26,37
coremark,8,11,10,1,1,1,4816,4816,0,4797,0,0,0,4631,166
coremark,8,11,10,2,1,0,34,34,0,11,0,0,0,11,0
coremark,8,11,10,2,1,1,13,13,0,8,0,0,0,2,6
coremark,8,11,11,0,0,0,12420,12420,0,11794,0,0,0,5253,6541
coremark,8,11,11,0,0,1,192319,192319,0,189694,0,0,0,163362,26332
coremark,8,11,11,0,1,0,591,591,0,87,0,0,0,61,26
coremark,8,11,11,0,1,1,1214,1214,0,402,0,0,0,305,97
coremark,8,11,11,1,0,0,2056,2056,0,263,0,0,0,248,15
coremark,8,11,11,1,0,1,446,446,0,435,0,0,0,276,159
coremark,8,11,11,1,1,0,2009,2009,0,1278,0,0,0,783,495
coremark,8,11,11,1,1,1,11245,11245,0,11132,0,0,0,10555,577
coremark,8,11,11,2,0,0,77,77,0,42,0,0,0,32,10
coremark,8,11,11,2,0,1,842,842,0,11,0,0,0,0,11
coremark,8,11,11,2,1,0,111,111,0,3,0,0,0,3,0
coremark,8,11,11,2,1,1,73,73,0,36,0,0,0,17,19
coremark,8,11,11,3,1,0,1,1,0,1,0,0,0,1,0
crc32,6,00,00,0,0,0,175,175,0,175,0,0,0,174,1
crc32,6,00,01,0,1,0,7,7,0,0,0,0,0,0,0
crc32,6,01,01,0,0,0,180,180,0,9,0,0,0,7,2
crc32,6,01,01,0,0,1,176,176,0,176,0,0,0,0,176
crc32,6,01,01,1,0,0,1,1,0,1,0,0,0,0,1
crc32,6,01,01,1,1,1,1,1,0,0,0,0,0,0,0
crc32,6,10,01,0,1,1,1,0,1,0,0,0,0,0,0
crc32,6,10,10,0,0,0,1,1,0,0,0,0,0,0,0
crc32,6,10,10,0,0,1,178,178,0,178,0,0,0,178,0
crc32,6,10,10,1,0,1,170,170,0,170,0,0,0,1,169
crc32,6,11,11,0,0,1,174919,174919,0,174919,0,0,0,174748,171
crc32,7,00,00,0,0,0,175,175,0,175,0,0,0,174,1
crc32,7,00,01,0,1,0,7,7,0,0,0,0,0,0,0
crc32,7,01,01,0,0,0,180,180,0,9,0,0,0,7,2
crc32,7,01,01,0,0,1,176,176,0,176,0,0,0,0,176
crc32,7,01,01,1,0,0,1,1,0,1,0,0,0,0,1
crc32,7,01,01,1,1,1,1,1,0,0,0,0,0,0,0
crc32,7,10,10,0,0,0,1,1,0,0,0,0,0,0,0
crc32,7,10,10,0,0,1,178,178,0,178,0,0,0,178,0
crc32,7,10,10,1,0,1,170,170,0,170,0,0,0,1,169
crc32,7,11,11,0,0,1,174919,174919,0,174919,0,0,0,174748,171
crc32,8,00,00,0,0,0,175,175,0,175,0,0,0,174,1
crc32,8,00,01,0,1,0,7,7,0,0,0,0,0,0,0
crc32,8,01,01,0,0,0,179,179,0,9,0,0,0,7,2
crc32,8,01,01,0,0,1,169,169,0,169,0,0,0,0,169
crc32,8,01,01,0,1,1,5,5,0,5,0,0,0,0,5
crc32,8,01,01,1,0,0,1,1,0,1,0,0,0,0,1
crc32,8,01,10,0,1,1,3,0,3,0,3,0,3,0,0
crc32,8,01,10,1,1,1,1,0,1,0,0,0,0,0,0
crc32,8,10,01,0,1,1,3,0,3,0,3,3,0,0,0
crc32,8,10,10,0,0,0,1,1,0,0,0,0,0,0,0
crc32,8,10,10,0,0,1,2,2,0,2,0,0,0,2,0
crc32,8,10,10,1,0,1,170,170,0,170,0,0,0,1,169
crc32,8,10,11,0,1,1,171,171,0,171,0,0,0,171,0
crc32,8,11,01,0,1,1,1354,0,1354,0,1354,1353,1,0,0
crc32,8,11,11,0,0,0,1,1,0,0,0,0,0,0,0
crc32,8,11,11,0,0,1,173230,173230,0,173230,0,0,0,173060,170
crc32,8,11,11,0,1,1,336,336,0,336,0,0,0,336,0
edn,6,00,00,0,0,0,484,484,0,484,0,0,0,482,2
edn,6,00,00,0,0,1,985,985,0,985,0,0,0,902,83
edn,6,00,01,0,1,0,406,406,0,0,0,0,0,0,0
edn,6,00,10,0,1,0,1,1,0,1,0,0,0,0,1
edn,6,00,11,1,1,0,784,784,0,784,0,0,0,784,0
edn,6,01,01,0,0,0,19,19,0,19,0,0,0,9,10
edn,6,01,01,0,0,1,193,193,0,193,0,0,0,82,111
edn,6,01,01,1,0,1,1,1,0,1,0,0,0,0,1
edn,6,01,10,0,1,1,1,0,1,0,1,0,1,0,0
edn,6,01,11,0,1,0,1,1,0,1,0,0,0,1,0
edn,6,01,11,0,1,1,1,0,1,0,1,0,1,0,0
edn,6,01,11,1,1,0,3,3,0,3,0,0,0,3,0
edn,6,01,11,1,1,1,3,0,3,0,3,0,3,0,0
edn,6,10,10,0,0,0,88,88,0,88,0,0,0,3,85
edn,6,10,10,0,0,1,9458,9458,0,9458,0,0,0,9376,82
edn,6,10,11,0,1,1,1,1,0,1,0,0,0,1,0
edn,6,10,11,1,1,0,5,5,0,5,0,0,0,4,1
edn,6,10,11,1,1,1,3,3,0,3,0,0,0,3,0
edn,6,11,01,0,1,0,1,1,0,1,0,0,0,1,0
edn,6,11,10,0,1,1,80,80,0,80,0,0,0,80,0
edn,6,11,11,0,0,0,738,738,0,735,0,0,0,4,731
edn,6,11,11,0,0,1,331436,331436,0,331355,0,0,0,321844,9511
edn,6,11,11,0,1,0,1,1,0,1,0,0,0,1,0
edn,6,11,11,0,1,1,236,236,0,236,0,0,0,236,0
edn,6,11,11,1,0,1,4,4,0,4,0,0,0,4,0
edn,6,11,11,1,1,0,3,3,0,3,0,0,0,3,0
edn,6,11,11,1,1,1,788,788,0,788,0,0,0,787,1
edn,7,00,00,0,0,0,484,484,0,484,0,0,0,482,2
edn,7,00,00,0,0,1,985,985,0,985,0,0,0,902,83
edn,7,00,00,0,1,0,784,784,0,784,0,0,0,784,0
edn,7,00,01,0,1,0,406,406,0,0,0,0,0,0,0
edn,7,00,10,0,1,0,1,1,0,1,0,0,0,0,1
edn,7,01,00,0,1,0,1,1,0,1,0,0,0,1,0
edn,7,01,01,0,0,0,19,19,0,19,0,0,0,9,10
edn,7,01,01,0,0,1,193,193,0,193,0,0,0,82,111
edn,7,01,01,0,1,0,2,2,0,2,0,0,0,2,0
edn,7,01,01,1,0,1,1,1,0,1,0,0,0,0,1
edn,7,01,10,0,1,1,1,0,1,0,1,0,1,0,0
edn,7,01,11,0,1,0,1,1,0,1,0,0,0,1,0
edn,7,01,11,0,1,1,1,0,1,0,1,0,1,0,0
edn,7,01,11,1,1,1,3,0,3,0,3,0,3,0,0
edn,7,10,00,0,1,0,2,2,0,2,0,0,0,2,0
edn,7,10,01,0,1,0,1,1,0,1,0,0,0,1,0
edn,7,10,10,0,0,0,88,88,0,88,0,0,0,3,85
edn,7,10,10,0,0,1,9458,9458,0,9458,0,0,0,9376,82
edn,7,10,10,0,1,0,1,1,0,1,0,0,0,1,0
edn,7,10,11,0,1,1,1,1,0,1,0,0,0,1,0
edn,7,10,11,1,1,0,1,1,0,1,0,0,0,0,1
edn,7,10,11,1,1,1,3,3,0,3,0,0,0,3,0
edn,7,11,01,0,1,0,3,3,0,3,0,0,0,3,0
edn,7,11,10,0,1,1,80,80,0,80,0,0,0,80,0
edn,7,11,11,0,0,0,738,738,0,735,0,0,0,4,731
edn,7,11,11,0,0,1,331436,331436,0,331355,0,0,0,321844,9511
edn,7,11,11,0,1,0,2,2,0,2,0,0,0,2,0
edn,7,11,11,0,1,1,236,236,0,236,0,0,0,236,0
edn,7,11,11,1,0,1,4,4,0,4,0,0,0,4,0
edn,7,11,11,1,1,1,788,788,0,788,0,0,0,787,1
edn,8,00,00,0,0,0,484,484,0,484,0,0,0,482,2
edn,8,00,00,0,0,1,985,985,0,985,0,0,0,902,83
edn,8,00,00,0,1,0,784,784,0,784,0,0,0,784,0
edn,8,00,01,0,1,0,406,406,0,0,0,0,0,0,0
edn,8,00,10,0,1,0,1,1,0,1,0,0,0,0,1
edn,8,01,00,0,1,0,1,1,0,1,0,0,0,1,0
edn,8,01,01,0,0,0,19,19,0,19,0,0,0,9,10
edn,8,01,01,0,0,1,193,193,0,193,0,0,0,82,111
edn,8,01,01,0,1,0,2,2,0,2,0,0,0,2,0
edn,8,01,01,1,0,1,1,1,0,1,0,0,0,0,1
edn,8,01,10,0,1,1,1,0,1,0,1,0,1,0,0
edn,8,01,11,0,1,0,1,1,0,1,0,0,0,1,0
edn,8,01,11,0,1,1,1,0,1,0,1,0,1,0,0
edn,8,01,11,1,1,1,3,0,3,0,3,0,3,0,0
edn,8,10,00,0,1,0,2,2,0,2,0,0,0,2,0
edn,8,10,01,0,1,0,1,1,0,1,0,0,0,1,0
edn,8,10,10,0,0,0,88,88,0,88,0,0,0,3,85
edn,8,10,10,0,0,1,9458,9458,0,9458,0,0,0,9376,82
edn,8,10,10,0,1,0,1,1,0,1,0,0,0,1,0
edn,8,10,11,0,1,1,1,1,0,1,0,0,0,1,0
edn,8,10,11,1,1,0,1,1,0,1,0,0,0,0,1
edn,8,10,11,1,1,1,3,3,0,3,0,0,0,3,0
edn,8,11,01,0,1,0,3,3,0,3,0,0,0,3,0
edn,8,11,10,0,1,1,80,80,0,80,0,0,0,80,0
edn,8,11,11,0,0,0,738,738,0,735,0,0,0,4,731
edn,8,11,11,0,0,1,331436,331436,0,331355,0,0,0,321844,9511
edn,8,11,11,0,1,0,2,2,0,2,0,0,0,2,0
edn,8,11,11,0,1,1,236,236,0,236,0,0,0,236,0
edn,8,11,11,1,0,1,4,4,0,4,0,0,0,4,0
edn,8,11,11,1,1,1,788,788,0,788,0,0,0,787,1
huffbench,6,00,00,0,0,0,13481,13481,0,13338,0,0,0,13262,76
huffbench,6,00,00,0,0,1,82439,82439,0,81629,0,0,0,52244,29385
huffbench,6,00,00,0,1,0,2788,2788,0,2788,0,0,0,2766,22
huffbench,6,00,00,0,1,1,2454,2454,0,2430,0,0,0,2418,12
huffbench,6,00,00,1,0,0,389,389,0,339,0,0,0,339,0
huffbench,6,00,00,1,0,1,1699,1699,0,1699,0,0,0,1177,522
huffbench,6,00,00,1,1,0,2264,2264,0,1207,0,0,0,1206,1
huffbench,6,00,00,1,1,1,20625,20625,0,13922,0,0,0,12915,1007
huffbench,6,00,00,2,0,0,1,1,0,0,0,0,0,0,0
huffbench,6,00,00,2,1,0,170,170,0,124,0,0,0,112,12
huffbench,6,00,00,2,1,1,6587,6587,0,4409,0,0,0,3896,513
huffbench,6,00,01,0,1,0,4192,4192,0,2007,0,0,0,2007,0
huffbench,6,00,01,0,1,1,197,197,0,166,0,0,0,117,49
huffbench,6,00,01,1,1,0,2180,2180,0,1756,0,0,0,1745,11
huffbench,6,00,01,1,1,1,71319,71319,0,67922,0,0,0,64845,3077
huffbench,6,00,01,2,1,0,24,24,0,21,0,0,0,21,0
huffbench,6,00,01,2,1,1,4474,4474,0,2822,0,0,0,2356,466
huffbench,6,00,10,0,1,0,2725,2725,0,2725,0,0,0,2713,12
huffbench,6,00,10,0,1,1,241,0,241,0,231,199,32,0,0
huffbench,6,00,10,1,1,0,91,91,0,40,0,0,0,40,0
huffbench,6,00,10,1,1,1,4958,0,4958,0,4100,3373,727,0,0
huffbench,6,00,10,2,1,0,123,123,0,99,0,0,0,99,0
huffbench,6,00,10,2,1,1,4106,0,4106,0,2534,2238,296,0,0
huffbench,6,00,11,0,1,0,485,485,0,484,0,0,0,484,0
huffbench,6,00,11,0,1,1,309,0,309,0,177,121,56,0,0
huffbench,6,00,11,1,1,0,153,153,0,61,0,0,0,61,0
huffbench,6,00,11,1,1,1,24565,0,24565,0,19040,15909,3131,0,0
huffbench,6,00,11,2,1,0,887,887,0,774,0,0,0,774,0
huffbench,6,00,11,2,1,1,14979,0,14979,0,12528,12167,361,0,0
huffbench,6,01,00,0,1,0,39,39,0,39,0,0,0,39,0
huffbench,6,01,00,0,1,1,78,78,0,56,0,0,0,52,4
huffbench,6,01,00,1,1,0,167,167,0,72,0,0,0,71,1
huffbench,6,01,00,1,1,1,14297,14297,0,9143,0,0,0,7831,1312
huffbench,6,01,00,2,1,0,3,3,0,3,0,0,0,3,0
huffbench,6,01,00,2,1,1,1175,1175,0,580,0,0,0,580,0
huffbench,6,01,01,0,0,0,5371,5371,0,5298,0,0,0,5248,50
huffbench,6,01,01,0,0,1,37667,37667,0,36524,0,0,0,21639,14885
huffbench,6,01,01,0,1,0,547,547,0,545,0,0,0,543,2
huffbench,6,01,01,0,1,1,202,202,0,36,0,0,0,4,32
huffbench,6,01,01,1,0,0,43,43,0,25,0,0,0,25,0
huffbench,6,01,01,1,0,1,607,607,0,607,0,0,0,369,238
huffbench,6,01,01,1,1,0,69,69,0,56,0,0,0,46,10
huffbench,6,01,01,1,1,1,5705,5705,0,4037,0,0,0,3372,665
huffbench,6,01,01,2,0,0,2,2,0,2,0,0,0,2,0
huffbench,6,01,01,2,0,1,22,22,0,22,0,0,0,22,0
huffbench,6,01,01,2,1,0,4,4,0,4,0,0,0,4,0
huffbench,6,01,01,2,1,1,995,995,0,455,0,0,0,455,0
huffbench,6,01,10,0,1,0,34,34,0,34,0,0,0,22,12
huffbench,6,01,10,0,1,1,24,0,24,0,23,7,16,0,0
huffbench,6,01,10,1,1,0,39,39,0,34,0,0,0,34,0
huffbench,6,01,10,1,1,1,1308,0,1308,0,894,514,380,0,0
huffbench,6,01,10,2,1,0,17,17,0,16,0,0,0,16,0
huffbench,6,01,10,2,1,1,2418,0,2418,0,981,872,109,0,0
huffbench,6,01,11,0,1,0,34,34,0,34,0,0,0,34,0
huffbench,6,01,11,0,1,1,146,0,146,0,51,21,30,0,0
huffbench,6,01,11,1,1,0,89,89,0,37,0,0,0,37,0
huffbench,6,01,11,1,1,1,3344,0,3344,0,2426,1867,559,0,0
huffbench,6,01,11,2,1,0,28,28,0,28,0,0,0,28,0
huffbench,6,01,11,2,1,1,600,0,600,0,419,418,1,0,0
huffbench,6,10,00,0,1,0,72,72,0,72,0,0,0,72,0
huffbench,6,10,00,0,1,1,330,0,330,0,42,5,37,0,0
huffbench,6,10,00,1,1,0,105,105,0,50,0,0,0,50,0
huffbench,6,10,00,1,1,1,8286,0,8286,0,5149,1316,3833,0,0
huffbench,6,10,00,2,1,1,683,0,683,0,0,0,0,0,0
huffbench,6,10,01,0,1,0,34,34,0,23,0,0,0,23,0
huffbench,6,10,01,0,1,1,264,0,264,0,44,39,5,0,0
huffbench,6,10,01,1,1,0,376,376,0,348,0,0,0,347,1
huffbench,6,10,01,1,1,1,5039,0,5039,0,4317,572,3745,0,0
huffbench,6,10,01,2,1,0,1,1,0,0,0,0,0,0,0
huffbench,6,10,01,2,1,1,146,0,146,0,0,0,0,0,0
huffbench,6,10,10,0,0,0,508,508,0,456,0,0,0,406,50
huffbench,6,10,10,0,0,1,34975,34975,0,33754,0,0,0,21285,12469
huffbench,6,10,10,0,1,0,1,1,0,1,0,0,0,1,0
huffbench,6,10,10,0,1,1,176,176,0,19,0,0,0,12,7
huffbench,6,10,10,1,0,0,114,114,0,24,0,0,0,24,0
huffbench,6,10,10,1,0,1,903,903,0,903,0,0,0,635,268
huffbench,6,10,10,1,1,0,34,34,0,29,0,0,0,18,11
huffbench,6,10,10,1,1,1,871,871,0,683,0,0,0,274,409
huffbench,6,10,10,2,1,0,3,3,0,3,0,0,0,3,0
huffbench,6,10,10,2,1,1,1482,1482,0,614,0,0,0,59,555
huffbench,6,10,11,0,1,0,23,23,0,13,0,0,0,12,1
huffbench,6,10,11,0,1,1,2649,2649,0,2424,0,0,0,2414,10
huffbench,6,10,11,1,1,0,74,74,0,14,0,0,0,14,0
huffbench,6,10,11,1,1,1,2204,2204,0,1613,0,0,0,768,845
huffbench,6,10,11,2,1,0,12,12,0,0,0,0,0,0,0
huffbench,6,10,11,2,1,1,100,100,0,23,0,0,0,0,23
huffbench,6,11,00,0,1,0,36,36,0,36,0,0,0,36,0
huffbench,6,11,00,0,1,1,436,0,436,0,76,25,51,0,0
huffbench,6,11,00,1,1,0,96,96,0,52,0,0,0,52,0
huffbench,6,11,00,1,1,1,8126,0,8126,0,4593,1527,3066,0,0
huffbench,6,11,00,2,1,1,4831,0,4831,0,0,0,0,0,0
huffbench,6,11,01,0,1,0,26,26,0,26,0,0,0,24,2
huffbench,6,11,01,0,1,1,5477,0,5477,0,491,475,16,0,0
huffbench,6,11,01,1,1,0,130,130,0,67,0,0,0,67,0
huffbench,6,11,01,1,1,1,7722,0,7722,0,6402,2564,3838,0,0
huffbench,6,11,01,2,1,1,303,0,303,0,0,0,0,0,0
huffbench,6,11,10,0,1,0,26,26,0,22,0,0,0,11,11
huffbench,6,11,10,0,1,1,128,128,0,52,0,0,0,41,11
huffbench,6,11,10,1,1,0,30,30,0,27,0,0,0,27,0
huffbench,6,11,10,1,1,1,1309,1309,0,1064,0,0,0,458,606
huffbench,6,11,10,2,1,1,1808,1808,0,557,0,0,0,68,489
huffbench,6,11,11,0,0,0,860,860,0,669,0,0,0,574,95
huffbench,6,11,11,0,0,1,176828,176828,0,169453,0,0,0,150740,18713
huffbench,6,11,11,0,1,0,467,467,0,443,0,0,0,443,0
huffbench,6,11,11,0,1,1,321,321,0,263,0,0,0,197,66
huffbench,6,11,11,1,0,0,59,59,0,35,0,0,0,33,2
huffbench,6,11,11,1,0,1,94962,94962,0,94938,0,0,0,94616,322
huffbench,6,11,11,1,1,0,38,38,0,22,0,0,0,22,0
huffbench,6,11,11,1,1,1,7409,7409,0,7007,0,0,0,4767,2240
huffbench,6,11,11,2,0,0,14,14,0,14,0,0,0,14,0
huffbench,6,11,11,2,0,1,22,22,0,22,0,0,0,0,22
huffbench,6,11,11,2,1,0,12,12,0,12,0,0,0,12,0
huffbench,6,11,11,2,1,1,581,581,0,47,0,0,0,36,11
huffbench,7,00,00,0,0,0,13481,13481,0,13338,0,0,0,13262,76
huffbench,7,00,00,0,0,1,82128,82128,0,81664,0,0,0,52244,29420
huffbench,7,00,00,0,1,0,4636,4636,0,4636,0,0,0,4603,33
huffbench,7,00,00,0,1,1,2454,2454,0,2430,0,0,0,2418,12
huffbench,7,00,00,1,0,0,389,389,0,339,0,0,0,339,0
huffbench,7,00,00,1,0,1,1699,1699,0,1699,0,0,0,1177,522
huffbench,7,00,00,1,1,0,1234,1234,0,1041,0,0,0,1041,0
huffbench,7,00,00,1,1,1,20601,20601,0,13922,0,0,0,12915,1007
huffbench,7,00,00,2,0,0,1,1,0,0,0,0,0,0,0
huffbench,7,00,00,2,1,0,159,159,0,124,0,0,0,112,12
huffbench,7,00,00,2,1,1,5042,5042,0,4409,0,0,0,3896,513
huffbench,7,00,01,0,1,0,4202,4202,0,2017,0,0,0,2017,0
huffbench,7,00,01,0,1,1,197,197,0,166,0,0,0,117,49
huffbench,7,00,01,1,1,0,96,96,0,65,0,0,0,64,1
huffbench,7,00,01,1,1,1,71319,71319,0,67922,0,0,0,64845,3077
huffbench,7,00,01,2,1,0,24,24,0,21,0,0,0,21,0
huffbench,7,00,01,2,1,1,3203,3203,0,2822,0,0,0,2356,466
huffbench,7,00,10,0,1,0,2725,2725,0,2725,0,0,0,2713,12
huffbench,7,00,10,0,1,1,243,0,243,0,233,199,34,0,0
huffbench,7,00,10,1,1,0,79,79,0,40,0,0,0,40,0
huffbench,7,00,10,1,1,1,4946,0,4946,0,4100,3373,727,0,0
huffbench,7,00,10,2,1,0,123,123,0,99,0,0,0,99,0
huffbench,7,00,10,2,1,1,3539,0,3539,0,2534,2238,296,0,0
huffbench,7,00,11,0,1,0,485,485,0,484,0,0,0,484,0
huffbench,7,00,11,0,1,1,309,0,309,0,177,121,56,0,0
huffbench,7,00,11,1,1,0,128,128,0,60,0,0,0,60,0
huffbench,7,00,11,1,1,1,24528,0,24528,0,19003,15909,3094,0,0
huffbench,7,00,11,2,1,0,887,887,0,774,0,0,0,774,0
huffbench,7,00,11,2,1,1,13982,0,13982,0,12528,12167,361,0,0
huffbench,7,01,00,0,1,0,63,63,0,63,0,0,0,63,0
huffbench,7,01,00,0,1,1,56,56,0,56,0,0,0,52,4
huffbench,7,01,00,1,1,0,130,130,0,70,0,0,0,69,1
huffbench,7,01,00,1,1,1,14297,14297,0,9143,0,0,0,7831,1312
huffbench,7,01,00,2,1,0,3,3,0,3,0,0,0,3,0
huffbench,7,01,00,2,1,1,846,846,0,580,0,0,0,580,0
huffbench,7,01,01,0,0,0,5371,5371,0,5298,0,0,0,5248,50
huffbench,7,01,01,0,0,1,37575,37575,0,36546,0,0,0,21639,14907
huffbench,7,01,01,0,1,0,547,547,0,545,0,0,0,543,2
huffbench,7,01,01,0,1,1,203,203,0,37,0,0,0,4,33
huffbench,7,01,01,1,0,0,43,43,0,25,0,0,0,25,0
huffbench,7,01,01,1,0,1,607,607,0,607,0,0,0,369,238
huffbench,7,01,01,1,1,0,47,47,0,35,0,0,0,25,10
huffbench,7,01,01,1,1,1,5691,5691,0,4025,0,0,0,3372,653
huffbench,7,01,01,2,0,0,2,2,0,2,0,0,0,2,0
huffbench,7,01,01,2,0,1,22,22,0,22,0,0,0,22,0
huffbench,7,01,01,2,1,0,4,4,0,4,0,0,0,4,0
huffbench,7,01,01,2,1,1,720,720,0,455,0,0,0,455,0
huffbench,7,01,10,0,1,0,34,34,0,34,0,0,0,22,12
huffbench,7,01,10,0,1,1,27,0,27,0,26,7,19,0,0
huffbench,7,01,10,1,1,0,38,38,0,33,0,0,0,33,0
huffbench,7,01,10,1,1,1,1283,0,1283,0,881,514,367,0,0
huffbench,7,01,10,2,1,0,17,17,0,16,0,0,0,16,0
huffbench,7,01,10,2,1,1,2295,0,2295,0,981,872,109,0,0
huffbench,7,01,11,0,1,0,34,34,0,34,0,0,0,34,0
huffbench,7,01,11,0,1,1,148,0,148,0,53,21,32,0,0
huffbench,7,01,11,1,1,0,89,89,0,37,0,0,0,37,0
huffbench,7,01,11,1,1,1,3341,0,3341,0,2423,1867,556,0,0
