benchmark,stage,sgf_counter,shadow_counter,depth,ghr_diff,btb_hit,issued,issued_agree,issued_differ,agree,differ,sgf_only_correct,committed_only_correct,both_correct,both_wrong
nettle-aes,7,10,01,0,1,0,2,2,0,1,0,0,0,1,0
nettle-aes,7,10,01,0,1,1,2373,0,2373,0,2373,2373,0,0,0
nettle-aes,7,10,01,1,1,1,616,0,616,0,540,463,77,0,0
nettle-aes,7,10,10,0,0,0,397,397,0,319,0,0,0,312,7
nettle-aes,7,10,10,0,0,1,1313,1313,0,1313,0,0,0,1084,229
nettle-aes,7,10,10,0,1,0,1,1,0,1,0,0,0,0,1
nettle-aes,7,10,10,0,1,1,92,92,0,14,0,0,0,14,0
nettle-aes,7,10,10,1,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,7,10,11,0,1,0,154,154,0,153,0,0,0,153,0
nettle-aes,7,10,11,0,1,1,706,706,0,632,0,0,0,632,0
nettle-aes,7,11,00,0,1,0,11,11,0,11,0,0,0,11,0
nettle-aes,7,11,00,0,1,1,1246,0,1246,0,1246,1246,0,0,0
nettle-aes,7,11,00,1,1,1,1065,0,1065,0,1065,1065,0,0,0
nettle-aes,7,11,01,0,1,0,155,155,0,155,0,0,0,78,77
nettle-aes,7,11,01,0,1,1,2746,0,2746,0,2746,2725,21,0,0
nettle-aes,7,11,01,1,1,0,79,79,0,1,0,0,0,0,1
nettle-aes,7,11,01,1,1,1,4096,0,4096,0,4009,3170,839,0,0
nettle-aes,7,11,10,0,1,0,73,73,0,73,0,0,0,1,72
nettle-aes,7,11,10,0,1,1,177,177,0,177,0,0,0,163,14
nettle-aes,7,11,10,1,1,1,75,75,0,75,0,0,0,75,0
nettle-aes,7,11,11,0,0,0,1295,1295,0,1143,0,0,0,305,838
nettle-aes,7,11,11,0,0,1,21937,21937,0,21937,0,0,0,19520,2417
nettle-aes,7,11,11,0,1,0,448,448,0,448,0,0,0,448,0
nettle-aes,7,11,11,0,1,1,20137,20137,0,20137,0,0,0,18507,1630
nettle-aes,7,11,11,1,0,0,77,77,0,77,0,0,0,75,2
nettle-aes,7,11,11,1,1,1,1,1,0,1,0,0,0,1,0
nettle-aes,8,00,00,0,0,0,3725,3725,0,3571,0,0,0,3567,4
nettle-aes,8,00,00,0,0,1,3856,3856,0,3856,0,0,0,3623,233
nettle-aes,8,00,00,0,1,0,100,100,0,100,0,0,0,100,0
nettle-aes,8,00,00,1,0,0,1,1,0,0,0,0,0,0,0
nettle-aes,8,00,01,0,1,0,705,705,0,452,0,0,0,451,1
nettle-aes,8,00,01,0,1,1,85,85,0,85,0,0,0,0,85
nettle-aes,8,00,01,1,1,1,86,86,0,85,0,0,0,0,85
nettle-aes,8,00,10,0,1,0,76,76,0,76,0,0,0,0,76
nettle-aes,8,00,11,0,1,0,1351,1351,0,1351,0,0,0,1276,75
nettle-aes,8,00,11,0,1,1,78,0,78,0,78,74,4,0,0
nettle-aes,8,01,00,0,1,0,2,2,0,2,0,0,0,2,0
nettle-aes,8,01,00,0,1,1,2,2,0,2,0,0,0,0,2
nettle-aes,8,01,00,1,1,1,1,1,0,1,0,0,0,0,1
nettle-aes,8,01,01,0,0,0,341,341,0,185,0,0,0,177,8
nettle-aes,8,01,01,0,0,1,626,626,0,626,0,0,0,385,241
nettle-aes,8,01,01,0,1,0,2,2,0,2,0,0,0,2,0
nettle-aes,8,01,01,0,1,1,87,87,0,87,0,0,0,1,86
nettle-aes,8,01,01,1,0,0,3,3,0,0,0,0,0,0,0
nettle-aes,8,01,01,1,1,0,2,2,0,0,0,0,0,0,0
nettle-aes,8,01,01,1,1,1,240,240,0,164,0,0,0,9,155
nettle-aes,8,01,10,0,1,0,1,1,0,1,0,0,0,0,1
nettle-aes,8,01,10,1,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,8,01,11,0,1,0,452,452,0,452,0,0,0,451,1
nettle-aes,8,01,11,0,1,1,78,0,78,0,78,0,78,0,0
nettle-aes,8,01,11,1,1,0,75,75,0,0,0,0,0,0,0
nettle-aes,8,10,00,0,1,0,2,2,0,2,0,0,0,2,0
nettle-aes,8,10,00,0,1,1,1141,0,1141,0,1141,1141,0,0,0
nettle-aes,8,10,00,1,1,1,981,0,981,0,981,981,0,0,0
nettle-aes,8,10,01,0,1,0,4,4,0,3,0,0,0,3,0
nettle-aes,8,10,01,0,1,1,198,0,198,0,198,198,0,0,0
nettle-aes,8,10,01,1,1,0,2,2,0,0,0,0,0,0,0
nettle-aes,8,10,01,1,1,1,768,0,768,0,615,538,77,0,0
nettle-aes,8,10,10,0,0,0,468,468,0,390,0,0,0,311,79
nettle-aes,8,10,10,0,0,1,1166,1166,0,1166,0,0,0,937,229
nettle-aes,8,10,10,0,1,0,75,75,0,75,0,0,0,0,75
nettle-aes,8,10,10,0,1,1,92,92,0,16,0,0,0,16,0
nettle-aes,8,10,10,1,1,1,1,1,0,1,0,0,0,1,0
nettle-aes,8,10,11,0,1,0,154,154,0,153,0,0,0,153,0
nettle-aes,8,10,11,0,1,1,1666,1666,0,1590,0,0,0,1590,0
nettle-aes,8,11,00,0,1,0,5,5,0,5,0,0,0,5,0
nettle-aes,8,11,00,0,1,1,166,0,166,0,166,166,0,0,0
nettle-aes,8,11,00,1,1,1,989,0,989,0,989,989,0,0,0
nettle-aes,8,11,01,0,1,0,159,159,0,159,0,0,0,82,77
nettle-aes,8,11,01,0,1,1,14572,0,14572,0,14572,13335,1237,0,0
nettle-aes,8,11,01,1,1,0,77,77,0,1,0,0,0,0,1
nettle-aes,8,11,01,1,1,1,3944,0,3944,0,3932,3094,838,0,0
nettle-aes,8,11,10,0,1,0,77,77,0,77,0,0,0,77,0
nettle-aes,8,11,10,0,1,1,2489,2489,0,2489,0,0,0,2474,15
nettle-aes,8,11,10,1,1,1,1,1,0,1,0,0,0,1,0
nettle-aes,8,11,11,0,0,0,1226,1226,0,1074,0,0,0,308,766
nettle-aes,8,11,11,0,0,1,22381,22381,0,22381,0,0,0,19933,2448
nettle-aes,8,11,11,0,1,0,451,451,0,451,0,0,0,450,1
nettle-aes,8,11,11,0,1,1,6934,6934,0,6934,0,0,0,6552,382
nettle-aes,8,11,11,1,0,0,77,77,0,77,0,0,0,75,2
nettle-aes,8,11,11,1,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,8,11,11,1,1,1,75,75,0,75,0,0,0,75,0
sglib-combined,6,00,00,0,0,0,78062,78062,0,70028,0,0,0,64586,5442
sglib-combined,6,00,00,0,0,1,93614,93614,0,80752,0,0,0,65984,14768
sglib-combined,6,00,00,0,1,0,5015,5015,0,4375,0,0,0,3512,863
sglib-combined,6,00,00,0,1,1,13758,13758,0,12094,0,0,0,8957,3137
sglib-combined,6,00,00,1,0,0,6559,6559,0,5599,0,0,0,4704,895
sglib-combined,6,00,00,1,0,1,6625,6625,0,2401,0,0,0,1408,993
sglib-combined,6,00,00,1,1,0,15404,15404,0,7750,0,0,0,6822,928
sglib-combined,6,00,00,1,1,1,30789,30789,0,23980,0,0,0,19499,4481
sglib-combined,6,00,00,2,0,0,32,32,0,0,0,0,0,0,0
sglib-combined,6,00,00,2,1,0,1805,1805,0,546,0,0,0,546,0
sglib-combined,6,00,00,2,1,1,32,32,0,0,0,0,0,0,0
sglib-combined,6,00,01,0,1,0,8244,8244,0,4052,0,0,0,3891,161
sglib-combined,6,00,01,0,1,1,3924,3924,0,3188,0,0,0,2043,1145
sglib-combined,6,00,01,1,1,0,8533,8533,0,5237,0,0,0,4757,480
sglib-combined,6,00,01,1,1,1,7363,7363,0,6012,0,0,0,3637,2375
sglib-combined,6,00,01,2,1,0,1185,1185,0,286,0,0,0,286,0
sglib-combined,6,00,01,2,1,1,33,33,0,0,0,0,0,0,0
sglib-combined,6,00,10,0,1,0,1937,1937,0,1553,0,0,0,1362,191
sglib-combined,6,00,10,0,1,1,6030,0,6030,0,5678,4647,1031,0,0
sglib-combined,6,00,10,1,1,0,5015,5015,0,3019,0,0,0,2540,479
sglib-combined,6,00,10,1,1,1,5917,0,5917,0,5027,3494,1533,0,0
sglib-combined,6,00,10,2,1,0,896,896,0,162,0,0,0,162,0
sglib-combined,6,00,10,2,1,1,31,0,31,0,0,0,0,0,0
sglib-combined,6,00,11,0,1,0,5822,5822,0,1534,0,0,0,992,542
sglib-combined,6,00,11,0,1,1,5308,0,5308,0,4220,2973,1247,0,0
sglib-combined,6,00,11,1,1,0,12138,12138,0,8522,0,0,0,7882,640
sglib-combined,6,00,11,1,1,1,30900,0,30900,0,26837,21302,5535,0,0
sglib-combined,6,00,11,2,1,0,2551,2551,0,1279,0,0,0,1279,0
sglib-combined,6,00,11,2,1,1,320,0,320,0,0,0,0,0,0
sglib-combined,6,01,00,0,1,0,994,994,0,898,0,0,0,449,449
sglib-combined,6,01,00,0,1,1,3297,3297,0,2657,0,0,0,1633,1024
sglib-combined,6,01,00,1,1,0,4102,4102,0,2352,0,0,0,2000,352
sglib-combined,6,01,00,1,1,1,11168,11168,0,8287,0,0,0,5568,2719
sglib-combined,6,01,00,2,1,0,858,858,0,65,0,0,0,65,0
sglib-combined,6,01,00,2,1,1,32,32,0,0,0,0,0,0,0
sglib-combined,6,01,01,0,0,0,18774,18774,0,16821,0,0,0,14829,1992
sglib-combined,6,01,01,0,0,1,30873,30873,0,25236,0,0,0,13281,11955
sglib-combined,6,01,01,0,1,0,356,356,0,258,0,0,0,130,128
sglib-combined,6,01,01,0,1,1,1382,1382,0,1254,0,0,0,866,388
sglib-combined,6,01,01,1,0,0,3140,3140,0,2947,0,0,0,1666,1281
sglib-combined,6,01,01,1,0,1,3011,3011,0,1635,0,0,0,512,1123
sglib-combined,6,01,01,1,1,0,2135,2135,0,1373,0,0,0,1085,288
sglib-combined,6,01,01,1,1,1,2924,2924,0,2506,0,0,0,1444,1062
sglib-combined,6,01,01,2,1,0,480,480,0,1,0,0,0,1,0
sglib-combined,6,01,01,2,1,1,96,96,0,0,0,0,0,0,0
sglib-combined,6,01,10,0,1,0,667,667,0,253,0,0,0,190,63
sglib-combined,6,01,10,0,1,1,2496,0,2496,0,2208,1247,961,0,0
sglib-combined,6,01,10,1,1,0,1550,1550,0,808,0,0,0,616,192
sglib-combined,6,01,10,1,1,1,2211,0,2211,0,1955,962,993,0,0
sglib-combined,6,01,10,2,1,0,317,317,0,63,0,0,0,63,0
sglib-combined,6,01,11,0,1,0,1730,1730,0,610,0,0,0,417,193
sglib-combined,6,01,11,0,1,1,2821,0,2821,0,2340,1028,1312,0,0
sglib-combined,6,01,11,1,1,0,2241,2241,0,1472,0,0,0,960,512
sglib-combined,6,01,11,1,1,1,7552,0,7552,0,7230,3967,3263,0,0
sglib-combined,6,01,11,2,1,0,289,289,0,64,0,0,0,64,0
sglib-combined,6,01,11,2,1,1,32,0,32,0,32,0,32,0,0
sglib-combined,6,10,00,0,1,0,1220,1220,0,516,0,0,0,98,418
sglib-combined,6,10,00,0,1,1,2754,0,2754,0,2146,928,1218,0,0
sglib-combined,6,10,00,1,1,0,3319,3319,0,1842,0,0,0,1554,288
sglib-combined,6,10,00,1,1,1,7561,0,7561,0,5544,3208,2336,0,0
sglib-combined,6,10,00,2,1,0,843,843,0,32,0,0,0,32,0
sglib-combined,6,10,01,0,1,0,446,446,0,319,0,0,0,160,159
sglib-combined,6,10,01,0,1,1,1309,0,1309,0,1117,446,671,0,0
sglib-combined,6,10,01,1,1,0,1660,1660,0,1022,0,0,0,765,257
sglib-combined,6,10,01,1,1,1,3810,0,3810,0,3300,2246,1054,0,0
sglib-combined,6,10,01,2,1,0,222,222,0,32,0,0,0,32,0
sglib-combined,6,10,01,2,1,1,33,0,33,0,0,0,0,0,0
sglib-combined,6,10,10,0,0,0,12120,12120,0,10007,0,0,0,7931,2076
sglib-combined,6,10,10,0,0,1,32607,32607,0,23457,0,0,0,15261,8196
sglib-combined,6,10,10,0,1,0,414,414,0,286,0,0,0,191,95
sglib-combined,6,10,10,0,1,1,2599,2599,0,2534,0,0,0,1249,1285
sglib-combined,6,10,10,1,0,0,2496,2496,0,1792,0,0,0,769,1023
sglib-combined,6,10,10,1,0,1,3268,3268,0,2308,0,0,0,1764,544
sglib-combined,6,10,10,1,1,0,1192,1192,0,738,0,0,0,578,160
sglib-combined,6,10,10,1,1,1,2335,2335,0,1984,0,0,0,1182,802
sglib-combined,6,10,10,2,1,0,159,159,0,63,0,0,0,63,0
sglib-combined,6,10,10,2,1,1,31,31,0,0,0,0,0,0,0
sglib-combined,6,10,11,0,1,0,1027,1027,0,515,0,0,0,193,322
sglib-combined,6,10,11,0,1,1,2613,2613,0,2197,0,0,0,1052,1145
sglib-combined,6,10,11,1,1,0,2238,2238,0,1154,0,0,0,930,224
sglib-combined,6,10,11,1,1,1,9228,9228,0,8043,0,0,0,3915,4128
sglib-combined,6,10,11,2,1,0,319,319,0,32,0,0,0,32,0
sglib-combined,6,10,11,2,1,1,160,160,0,0,0,0,0,0,0
sglib-combined,6,11,00,0,1,0,2242,2242,0,1730,0,0,0,1540,190
sglib-combined,6,11,00,0,1,1,8223,0,8223,0,7711,6272,1439,0,0
sglib-combined,6,11,00,1,1,0,6305,6305,0,2146,0,0,0,1504,642
sglib-combined,6,11,00,1,1,1,16192,0,16192,0,13536,10113,3423,0,0
sglib-combined,6,11,00,2,1,0,1504,1504,0,128,0,0,0,128,0
sglib-combined,6,11,00,2,1,1,64,0,64,0,0,0,0,0,0
sglib-combined,6,11,01,0,1,0,703,703,0,480,0,0,0,192,288
sglib-combined,6,11,01,0,1,1,2666,0,2666,0,1706,1257,449,0,0
sglib-combined,6,11,01,1,1,0,2224,2224,0,1523,0,0,0,1011,512
sglib-combined,6,11,01,1,1,1,13075,0,13075,0,11507,9231,2276,0,0
sglib-combined,6,11,01,2,1,0,384,384,0,128,0,0,0,128,0
sglib-combined,6,11,01,2,1,1,4,0,4,0,0,0,0,0,0
sglib-combined,6,11,10,0,1,0,925,925,0,637,0,0,0,256,381
sglib-combined,6,11,10,0,1,1,2972,2972,0,2621,0,0,0,1214,1407
sglib-combined,6,11,10,1,1,0,1774,1774,0,878,0,0,0,365,513
sglib-combined,6,11,10,1,1,1,10868,10868,0,9812,0,0,0,8925,887
sglib-combined,6,11,10,2,1,0,480,480,0,0,0,0,0,0,0
sglib-combined,6,11,10,2,1,1,220,220,0,0,0,0,0,0,0
sglib-combined,6,11,11,0,0,0,19457,19457,0,16319,0,0,0,8834,7485
sglib-combined,6,11,11,0,0,1,93117,93117,0,83070,0,0,0,71482,11588
sglib-combined,6,11,11,0,1,0,2849,2849,0,961,0,0,0,287,674
sglib-combined,6,11,11,0,1,1,7346,7346,0,3443,0,0,0,2229,1214
sglib-combined,6,11,11,1,0,0,4673,4673,0,4384,0,0,0,1536,2848
sglib-combined,6,11,11,1,0,1,7365,7365,0,6758,0,0,0,6374,384
sglib-combined,6,11,11,1,1,0,4441,4441,0,2273,0,0,0,1056,1217
sglib-combined,6,11,11,1,1,1,20142,20142,0,19024,0,0,0,15827,3197
sglib-combined,6,11,11,2,0,0,32,32,0,0,0,0,0,0,0
sglib-combined,6,11,11,2,0,1,64,64,0,0,0,0,0,0,0
sglib-combined,6,11,11,2,1,0,193,193,0,0,0,0,0,0,0
sglib-combined,6,11,11,2,1,1,256,256,0,0,0,0,0,0,0
sglib-combined,7,00,00,0,0,0,74863,74863,0,71179,0,0,0,65705,5474
sglib-combined,7,00,00,0,0,1,97875,97875,0,86579,0,0,0,72993,13586
sglib-combined,7,00,00,0,1,0,6551,6551,0,5911,0,0,0,4888,1023
sglib-combined,7,00,00,0,1,1,13630,13630,0,11870,0,0,0,9085,2785
sglib-combined,7,00,00,1,0,0,6401,6401,0,5504,0,0,0,4641,863
sglib-combined,7,00,00,1,0,1,2817,2817,0,2433,0,0,0,1408,1025
sglib-combined,7,00,00,1,1,0,10952,10952,0,6758,0,0,0,5830,928
sglib-combined,7,00,00,1,1,1,16493,16493,0,14797,0,0,0,10604,4193
sglib-combined,7,00,00,2,1,0,1129,1129,0,416,0,0,0,416,0
sglib-combined,7,00,00,2,1,1,64,64,0,0,0,0,0,0,0
sglib-combined,7,00,01,0,1,0,6571,6571,0,3979,0,0,0,3818,161
sglib-combined,7,00,01,0,1,1,4692,4692,0,3572,0,0,0,2299,1273
sglib-combined,7,00,01,1,1,0,7442,7442,0,5041,0,0,0,4561,480
sglib-combined,7,00,01,1,1,1,7870,7870,0,7131,0,0,0,4660,2471
sglib-combined,7,00,01,2,1,0,920,920,0,192,0,0,0,192,0
sglib-combined,7,00,01,2,1,1,65,65,0,0,0,0,0,0,0
sglib-combined,7,00,10,0,1,0,1676,1676,0,1228,0,0,0,1037,191
sglib-combined,7,00,10,0,1,1,8178,0,8178,0,6322,4970,1352,0,0
sglib-combined,7,00,10,1,1,0,4502,4502,0,3056,0,0,0,2577,479
sglib-combined,7,00,10,1,1,1,7199,0,7199,0,5794,4293,1501,0,0
sglib-combined,7,00,10,2,1,0,386,386,0,65,0,0,0,65,0
sglib-combined,7,00,10,2,1,1,31,0,31,0,0,0,0,0,0
sglib-combined,7,00,11,0,1,0,6060,6060,0,1740,0,0,0,1230,510
sglib-combined,7,00,11,0,1,1,8055,0,8055,0,6135,3769,2366,0,0
sglib-combined,7,00,11,1,1,0,11470,11470,0,8749,0,0,0,8237,512
sglib-combined,7,00,11,1,1,1,29015,0,29015,0,26871,21559,5312,0,0
sglib-combined,7,00,11,2,1,0,1568,1568,0,896,0,0,0,896,0
sglib-combined,7,00,11,2,1,1,384,0,384,0,0,0,0,0,0
sglib-combined,7,01,00,0,1,0,1250,1250,0,1186,0,0,0,737,449
sglib-combined,7,01,00,0,1,1,4001,4001,0,3169,0,0,0,1953,1216
sglib-combined,7,01,00,1,1,0,3367,3367,0,2064,0,0,0,1712,352
sglib-combined,7,01,00,1,1,1,8987,8987,0,7579,0,0,0,4476,3103
sglib-combined,7,01,00,2,1,0,543,543,0,32,0,0,0,32,0
sglib-combined,7,01,00,2,1,1,64,64,0,0,0,0,0,0,0
sglib-combined,7,01,01,0,0,0,17335,17335,0,16342,0,0,0,14158,2184
sglib-combined,7,01,01,0,0,1,26779,26779,0,22105,0,0,0,13125,8980
sglib-combined,7,01,01,0,1,0,419,419,0,322,0,0,0,194,128
sglib-combined,7,01,01,0,1,1,1798,1798,0,1542,0,0,0,994,548
sglib-combined,7,01,01,1,0,0,3266,3266,0,3010,0,0,0,1729,1281
sglib-combined,7,01,01,1,0,1,2146,2146,0,1699,0,0,0,512,1187
sglib-combined,7,01,01,1,1,0,2007,2007,0,1372,0,0,0,1084,288
sglib-combined,7,01,01,1,1,1,3022,3022,0,2636,0,0,0,1510,1126
sglib-combined,7,01,01,2,1,0,351,351,0,0,0,0,0,0,0
sglib-combined,7,01,01,2,1,1,128,128,0,0,0,0,0,0,0
sglib-combined,7,01,10,0,1,0,731,731,0,253,0,0,0,190,63
sglib-combined,7,01,10,0,1,1,3648,0,3648,0,2880,1727,1153,0,0
sglib-combined,7,01,10,1,1,0,1645,1645,0,872,0,0,0,680,192
sglib-combined,7,01,10,1,1,1,2148,0,2148,0,1860,899,961,0,0
sglib-combined,7,01,10,2,1,0,64,64,0,0,0,0,0,0,0
sglib-combined,7,01,11,0,1,0,1698,1698,0,642,0,0,0,449,193
sglib-combined,7,01,11,0,1,1,4900,0,4900,0,4164,1636,2528,0,0
sglib-combined,7,01,11,1,1,0,1950,1950,0,1375,0,0,0,927,448
sglib-combined,7,01,11,1,1,1,7837,0,7837,0,7612,4190,3422,0,0
sglib-combined,7,01,11,2,1,0,256,256,0,32,0,0,0,32,0
sglib-combined,7,01,11,2,1,1,32,0,32,0,32,0,32,0,0
sglib-combined,7,10,00,0,1,0,1320,1320,0,740,0,0,0,322,418
sglib-combined,7,10,00,0,1,1,3650,0,3650,0,3008,1246,1762,0,0
sglib-combined,7,10,00,1,1,0,1913,1913,0,1588,0,0,0,1330,258
sglib-combined,7,10,00,1,1,1,5611,0,5611,0,5003,2888,2115,0,0
sglib-combined,7,10,00,2,1,0,385,385,0,32,0,0,0,32,0
sglib-combined,7,10,01,0,1,0,510,510,0,351,0,0,0,192,159
sglib-combined,7,10,01,0,1,1,1790,0,1790,0,1598,831,767,0,0
sglib-combined,7,10,01,1,1,0,1593,1593,0,1052,0,0,0,796,256
sglib-combined,7,10,01,1,1,1,3041,0,3041,0,2563,1830,733,0,0
sglib-combined,7,10,01,2,1,0,65,65,0,0,0,0,0,0,0
sglib-combined,7,10,01,2,1,1,33,0,33,0,0,0,0,0,0
sglib-combined,7,10,10,0,0,0,11701,11701,0,10293,0,0,0,8028,2265
sglib-combined,7,10,10,0,0,1,27396,27396,0,18847,0,0,0,11165,7682
sglib-combined,7,10,10,0,1,0,414,414,0,286,0,0,0,191,95
sglib-combined,7,10,10,0,1,1,3430,3430,0,3174,0,0,0,1569,1605
sglib-combined,7,10,10,1,0,0,2496,2496,0,1824,0,0,0,769,1055
sglib-combined,7,10,10,1,0,1,2981,2981,0,2533,0,0,0,1989,544
sglib-combined,7,10,10,1,1,0,938,938,0,739,0,0,0,547,192
sglib-combined,7,10,10,1,1,1,2208,2208,0,1952,0,0,0,1278,674
sglib-combined,7,10,10,2,1,0,95,95,0,63,0,0,0,63,0
sglib-combined,7,10,10,2,1,1,191,191,0,0,0,0,0,0,0
sglib-combined,7,10,11,0,1,0,1059,1059,0,579,0,0,0,257,322
sglib-combined,7,10,11,0,1,1,4822,4822,0,4118,0,0,0,2013,2105
sglib-combined,7,10,11,1,1,0,1376,1376,0,1184,0,0,0,960,224
sglib-combined,7,10,11,1,1,1,7051,7051,0,6954,0,0,0,3946,3008
sglib-combined,7,10,11,2,1,0,128,128,0,0,0,0,0,0,0
sglib-combined,7,10,11,2,1,1,224,224,0,0,0,0,0,0,0
sglib-combined,7,11,00,0,1,0,2302,2302,0,1698,0,0,0,1476,222
sglib-combined,7,11,00,0,1,1,10173,0,10173,0,9311,6752,2559,0,0
sglib-combined,7,11,00,1,1,0,2942,2942,0,1953,0,0,0,1312,641
sglib-combined,7,11,00,1,1,1,11042,0,11042,0,9602,7905,1697,0,0
sglib-combined,7,11,00,2,1,0,1120,1120,0,64,0,0,0,64,0
sglib-combined,7,11,00,2,1,1,64,0,64,0,0,0,0,0,0
sglib-combined,7,11,01,0,1,0,672,672,0,448,0,0,0,128,320
sglib-combined,7,11,01,0,1,1,3018,0,3018,0,2442,1641,801,0,0
sglib-combined,7,11,01,1,1,0,2315,2315,0,1585,0,0,0,1105,480
sglib-combined,7,11,01,1,1,1,11154,0,11154,0,9714,8879,835,0,0
sglib-combined,7,11,01,2,1,0,320,320,0,128,0,0,0,128,0
sglib-combined,7,11,01,2,1,1,4,0,4,0,0,0,0,0,0
sglib-combined,7,11,10,0,1,0,893,893,0,509,0,0,0,128,381
sglib-combined,7,11,10,0,1,1,7709,7709,0,3901,0,0,0,1918,1983
sglib-combined,7,11,10,1,1,0,1329,1329,0,945,0,0,0,368,577
sglib-combined,7,11,10,1,1,1,10642,10642,0,9684,0,0,0,8797,887
sglib-combined,7,11,10,2,1,0,480,480,0,0,0,0,0,0,0
sglib-combined,7,11,10,2,1,1,220,220,0,0,0,0,0,0,0
sglib-combined,7,11,11,0,0,0,16899,16899,0,15649,0,0,0,8577,7072
sglib-combined,7,11,11,0,0,1,92495,92495,0,82358,0,0,0,72501,9857
sglib-combined,7,11,11,0,1,0,2721,2721,0,1025,0,0,0,351,674
sglib-combined,7,11,11,0,1,1,9235,9235,0,8243,0,0,0,6229,2014
sglib-combined,7,11,11,1,0,0,4897,4897,0,4544,0,0,0,1696,2848
sglib-combined,7,11,11,1,0,1,5093,5093,0,4805,0,0,0,4517,288
sglib-combined,7,11,11,1,1,0,3391,3391,0,2369,0,0,0,1184,1185
sglib-combined,7,11,11,1,1,1,22195,22195,0,20755,0,0,0,17238,3517
sglib-combined,7,11,11,2,0,0,32,32,0,0,0,0,0,0,0
sglib-combined,7,11,11,2,0,1,64,64,0,0,0,0,0,0,0
sglib-combined,7,11,11,2,1,0,193,193,0,0,0,0,0,0,0
sglib-combined,7,11,11,2,1,1,224,224,0,0,0,0,0,0,0
sglib-combined,8,00,00,0,0,0,70667,70667,0,66472,0,0,0,62373,4099
sglib-combined,8,00,00,0,0,1,90157,90157,0,80109,0,0,0,67333,12776
sglib-combined,8,00,00,0,1,0,7135,7135,0,6497,0,0,0,5473,1024
sglib-combined,8,00,00,0,1,1,14487,14487,0,12983,0,0,0,9911,3072
sglib-combined,8,00,00,1,0,0,7130,7130,0,6105,0,0,0,4827,1278
sglib-combined,8,00,00,1,0,1,2145,2145,0,1985,0,0,0,1374,611
sglib-combined,8,00,00,1,1,0,10857,10857,0,6121,0,0,0,5767,354
sglib-combined,8,00,00,1,1,1,17872,17872,0,15535,0,0,0,11440,4095
sglib-combined,8,00,00,2,0,1,96,96,0,0,0,0,0,0,0
sglib-combined,8,00,00,2,1,0,1119,1119,0,447,0,0,0,447,0
sglib-combined,8,00,00,2,1,1,128,128,0,0,0,0,0,0,0
sglib-combined,8,00,01,0,1,0,7752,7752,0,5061,0,0,0,4871,190
sglib-combined,8,00,01,0,1,1,4932,4932,0,3813,0,0,0,2726,1087
sglib-combined,8,00,01,1,1,0,5565,5565,0,2768,0,0,0,2257,511
sglib-combined,8,00,01,1,1,1,6278,6278,0,5698,0,0,0,3448,2250
sglib-combined,8,00,01,2,1,0,417,417,0,223,0,0,0,223,0
sglib-combined,8,00,10,0,1,0,2276,2276,0,1317,0,0,0,1221,96
sglib-combined,8,00,10,0,1,1,7182,0,7182,0,6222,4743,1479,0,0
sglib-combined,8,00,10,1,1,0,6807,6807,0,4603,0,0,0,4155,448
sglib-combined,8,00,10,1,1,1,7384,0,7384,0,6140,4226,1914,0,0
sglib-combined,8,00,10,2,1,0,132,132,0,3,0,0,0,3,0
sglib-combined,8,00,10,2,1,1,32,0,32,0,0,0,0,0,0
sglib-combined,8,00,11,0,1,0,4469,4469,0,1333,0,0,0,1013,320
sglib-combined,8,00,11,0,1,1,14233,0,14233,0,9658,5275,4383,0,0
sglib-combined,8,00,11,1,1,0,9535,9535,0,7938,0,0,0,7427,511
sglib-combined,8,00,11,1,1,1,31061,0,31061,0,27926,21844,6082,0,0
sglib-combined,8,00,11,2,1,0,1190,1190,0,804,0,0,0,804,0
sglib-combined,8,00,11,2,1,1,32,0,32,0,0,0,0,0,0
sglib-combined,8,01,00,0,1,0,1625,1625,0,1313,0,0,0,736,577
sglib-combined,8,01,00,0,1,1,5248,5248,0,4608,0,0,0,2816,1792
sglib-combined,8,01,00,1,1,0,5222,5222,0,2260,0,0,0,1780,480
sglib-combined,8,01,00,1,1,1,7337,7337,0,6345,0,0,0,3335,3010
sglib-combined,8,01,00,2,1,0,577,577,0,1,0,0,0,1,0
sglib-combined,8,01,00,2,1,1,64,64,0,0,0,0,0,0,0
sglib-combined,8,01,01,0,0,0,17331,17331,0,16341,0,0,0,14479,1862
sglib-combined,8,01,01,0,0,1,26500,26500,0,22433,0,0,0,13211,9222
sglib-combined,8,01,01,0,1,0,359,359,0,260,0,0,0,164,96
sglib-combined,8,01,01,0,1,1,2052,2052,0,1636,0,0,0,803,833
sglib-combined,8,01,01,1,0,0,3044,3044,0,2820,0,0,0,1442,1378
sglib-combined,8,01,01,1,0,1,1630,1630,0,1599,0,0,0,671,928
sglib-combined,8,01,01,1,1,0,1418,1418,0,964,0,0,0,676,288
sglib-combined,8,01,01,1,1,1,3370,3370,0,2759,0,0,0,1282,1477
sglib-combined,8,01,01,2,1,0,320,320,0,0,0,0,0,0,0
sglib-combined,8,01,01,2,1,1,320,320,0,0,0,0,0,0,0
sglib-combined,8,01,10,0,1,0,700,700,0,286,0,0,0,254,32
